code,mark,id
geometry,54,2474
european cinema,70,2548
orgo,63,378
greatbooks,18,2836
ai,63,1048
ceramics,41,732
european cinema,55,2478
geometry,83,2696
european cinema,59,2399
ethics,9,1001
ethics,31,1897
ethics,76,2084
softdev,17,2990
softdev,29,1744
bio,88,1764
softdev,78,2111
systems,36,1733
geometry,28,916
systems,41,2663
european cinema,100,992
european cinema,25,2281
greatbooks,32,2051
ceramics,63,1807
systems,16,110
orgo,13,679
softdev,12,835
ethics,61,2051
ai,1,1150
orgo,44,1184
softdev,85,1663
ai,73,2889
ceramics,23,674
softdev,83,522
greatbooks,8,1494
greatbooks,25,949
bio,75,268
ethics,86,29
bio,71,972
greatbooks,58,1846
bio,67,2187
geometry,91,2353
geometry,93,2720
european cinema,3,2656
ai,47,555
ai,72,917
greatbooks,23,1411
european cinema,53,673
geometry,24,1390
geometry,54,205
bio,100,1443
orgo,60,2957
softdev,22,148
geometry,65,1094
bio,10,1793
european cinema,4,826
bio,41,2716
orgo,54,5
orgo,80,86
ai,15,2193
ai,70,1116
ai,45,765
geometry,84,3076
ethics,80,1215
systems,89,3237
geometry,6,3289
european cinema,34,2220
greatbooks,79,1239
geometry,46,2038
systems,96,2812
ai,13,249
systems,75,318
ethics,98,1279
ceramics,75,1580
softdev,43,2274
systems,58,2420
geometry,97,2629
softdev,52,1509
european cinema,92,310
orgo,27,271
ceramics,33,1410
geometry,65,2204
ethics,14,392
european cinema,69,900
european cinema,92,1420
geometry,24,255
european cinema,97,1977
european cinema,69,1423
systems,5,1360
geometry,33,3166
ceramics,57,1806
softdev,29,2011
softdev,29,1346
systems,6,3238
softdev,65,55
ai,86,208
softdev,18,1837
orgo,55,1931
bio,55,1742
systems,39,1208
ethics,28,414
systems,86,1900
ceramics,96,557
systems,6,2233
geometry,82,299
bio,4,1341
bio,41,2061
greatbooks,76,988
geometry,76,2818
bio,15,1
systems,11,2296
greatbooks,58,2516
orgo,56,676
greatbooks,67,1838
softdev,15,1816
softdev,95,2797
geometry,83,2268
softdev,82,3192
greatbooks,50,731
ceramics,64,2283
ai,46,1933
geometry,14,1810
orgo,13,786
european cinema,97,184
geometry,2,3153
geometry,22,568
ethics,54,3043
systems,12,1333
bio,25,3191
ethics,9,2304
geometry,75,2248
ethics,65,1648
ceramics,86,2573
systems,43,1184
geometry,11,714
orgo,96,3039
ethics,30,134
bio,26,222
systems,11,2684
geometry,88,2455
bio,67,1010
orgo,69,851
ceramics,57,1777
systems,3,1875
systems,46,1378
ai,91,2247
ceramics,65,2676
ceramics,64,648
greatbooks,56,705
ethics,86,1412
geometry,63,1211
ethics,3,3006
systems,85,146
ai,71,2890
ai,92,1384
european cinema,91,1523
softdev,72,247
greatbooks,61,1307
softdev,77,2454
greatbooks,55,726
bio,87,1833
ethics,11,1079
geometry,95,1503
geometry,97,1435
ceramics,45,625
ceramics,29,2839
bio,28,1437
ceramics,21,1730
european cinema,58,1765
geometry,54,2978
bio,37,457
geometry,21,2473
european cinema,24,1757
greatbooks,44,901
orgo,47,2886
greatbooks,85,3175
geometry,94,1047
greatbooks,62,1137
ceramics,79,470
ai,0,334
ceramics,23,856
ceramics,69,1679
orgo,60,2189
systems,67,656
bio,96,1622
softdev,73,1441
ceramics,65,49
ethics,9,1747
softdev,63,2555
systems,34,815
ai,44,1264
european cinema,85,937
bio,58,62
ai,53,1021
european cinema,84,3131
systems,49,292
european cinema,57,723
systems,50,2110
geometry,92,1853
ai,95,1248
ceramics,28,2384
greatbooks,24,387
european cinema,62,2857
greatbooks,28,1853
bio,14,256
bio,81,567
ai,23,1371
bio,47,1703
ai,20,1388
systems,67,1865
orgo,21,100
geometry,93,3037
greatbooks,84,636
systems,41,2246
ai,50,6
geometry,100,4
greatbooks,78,2106
european cinema,29,3111
systems,79,1451
systems,59,2611
systems,65,2524
european cinema,80,896
geometry,7,947
ethics,8,362
ceramics,85,1220
ceramics,25,2551
ai,99,1703
systems,66,911
systems,65,2791
greatbooks,16,2273
ethics,44,922
softdev,28,732
bio,63,684
systems,64,365
systems,63,2891
geometry,13,2747
ethics,87,1750
greatbooks,63,2819
systems,55,1012
ceramics,58,2734
ethics,70,327
geometry,21,3130
geometry,38,3228
ai,48,2285
softdev,8,1779
european cinema,3,652
softdev,49,277
ceramics,88,2285
geometry,76,2470
ai,51,3109
orgo,61,2096
european cinema,76,1773
ethics,42,786
ai,63,1277
greatbooks,81,1207
bio,55,2003
ai,43,2046
softdev,90,885
systems,67,1441
ceramics,67,97
greatbooks,0,1384
european cinema,81,1562
bio,49,201
ai,70,1579
geometry,33,1488
bio,27,1038
bio,77,305
systems,83,2866
greatbooks,45,525
bio,46,2160
ai,55,2674
ceramics,47,1065
softdev,94,403
european cinema,47,701
orgo,82,3237
orgo,62,984
bio,53,3119
geometry,62,2369
ai,55,1369
geometry,36,3239
softdev,53,334
softdev,39,2394
ceramics,33,395
softdev,76,1626
ethics,39,1463
orgo,54,187
geometry,95,1762
greatbooks,86,388
greatbooks,65,2735
bio,59,2339
geometry,98,2270
geometry,36,796
geometry,16,1308
systems,21,1586
ceramics,39,2856
greatbooks,11,2640
orgo,80,2414
european cinema,61,3279
ceramics,16,2864
softdev,84,1633
orgo,86,1789
ethics,13,1122
bio,46,385
greatbooks,81,3216
orgo,8,2111
ai,1,786
greatbooks,21,86
geometry,4,604
ai,44,345
orgo,85,164
greatbooks,16,903
orgo,64,2355
orgo,96,3233
geometry,37,1487
bio,43,3110
ethics,58,1751
softdev,100,3133
greatbooks,67,692
systems,78,3252
softdev,6,3003
systems,80,1248
greatbooks,67,778
softdev,73,2301
greatbooks,69,509
european cinema,55,2934
ceramics,77,2651
greatbooks,40,602
ceramics,16,751
systems,60,1016
systems,14,620
systems,58,1430
softdev,23,3143
ai,86,2802
bio,49,745
systems,65,1981
softdev,65,1928
orgo,69,897
greatbooks,17,1912
european cinema,42,1753
ceramics,28,2940
softdev,86,1533
bio,12,2401
greatbooks,48,1684
ethics,21,259
orgo,15,2962
ethics,30,2151
geometry,71,746
ai,20,1152
geometry,48,321
geometry,49,2282
european cinema,44,2287
bio,87,2444
greatbooks,19,226
systems,66,211
ai,1,1365
bio,39,569
greatbooks,61,1359
softdev,20,12
bio,12,229
ethics,69,3212
ceramics,53,1275
softdev,87,1119
ethics,22,1274
ethics,1,993
softdev,26,1636
softdev,33,569
softdev,16,1257
bio,29,1535
greatbooks,100,1727
orgo,11,1878
orgo,80,1702
ethics,13,3103
ethics,79,1507
geometry,79,298
ceramics,40,1815
orgo,81,2789
ceramics,72,1005
bio,37,3168
bio,93,837
ai,74,770
softdev,15,29
greatbooks,89,2989
bio,93,434
orgo,66,2179
geometry,44,412
softdev,47,2734
bio,16,2691
systems,19,1222
bio,70,2579
systems,49,562
systems,69,1655
ceramics,21,2502
softdev,96,2687
ai,1,2925
european cinema,6,443
systems,80,268
softdev,36,281
softdev,79,2732
european cinema,48,1860
softdev,35,1388
greatbooks,12,2704
greatbooks,97,2658
softdev,3,3174
systems,1,2929
orgo,94,2575
greatbooks,94,1816
ai,90,593
european cinema,45,2821
orgo,16,1728
european cinema,100,531
geometry,31,648
orgo,64,878
orgo,10,2486
ethics,57,442
ceramics,87,511
european cinema,88,2025
bio,49,1174
ceramics,84,3241
ceramics,44,616
greatbooks,99,244
softdev,99,1109
ai,88,1075
geometry,93,99
bio,55,2611
systems,20,1185
european cinema,88,2674
greatbooks,74,3158
ethics,74,1882
european cinema,32,908
ai,71,701
systems,90,2280
ceramics,73,2051
softdev,85,2899
orgo,8,1090
systems,35,77
ethics,94,1439
orgo,46,2888
ai,47,2475
greatbooks,19,1443
systems,76,2783
geometry,27,769
systems,96,2707
bio,41,406
softdev,52,631
orgo,32,2060
ethics,10,1891
geometry,39,654
european cinema,32,250
european cinema,66,2668
greatbooks,6,91
european cinema,34,625
orgo,16,1848
orgo,57,2656
ceramics,75,2815
softdev,76,286
orgo,86,2849
greatbooks,13,1633
orgo,86,1718
ceramics,55,1038
european cinema,95,1923
ai,29,2710
systems,21,2828
bio,82,1684
european cinema,51,2214
ceramics,14,1018
ethics,28,2781
european cinema,29,2654
ceramics,38,951
ceramics,62,3063
greatbooks,12,2125
ethics,87,1576
systems,76,1347
bio,20,2800
ceramics,27,168
greatbooks,51,1609
greatbooks,25,2074
bio,23,843
european cinema,15,2950
ai,2,169
european cinema,13,637
ai,38,1858
geometry,86,2496
ethics,61,2459
ceramics,39,181
orgo,80,664
orgo,95,1202
european cinema,85,2634
orgo,96,255
ceramics,87,2166
ceramics,56,1538
european cinema,22,1785
orgo,3,288
systems,41,1417
orgo,52,474
bio,22,1475
geometry,47,3101
ai,46,2230
softdev,20,3129
systems,19,1616
systems,57,3275
geometry,3,998
greatbooks,6,1419
systems,57,730
geometry,11,63
greatbooks,63,2820
bio,77,3130
systems,94,1400
ethics,15,905
orgo,64,862
greatbooks,65,357
ai,1,143
ai,10,2445
orgo,46,2859
greatbooks,93,2199
orgo,72,2195
orgo,21,632
european cinema,30,3089
ceramics,93,1303
ai,11,2641
ceramics,28,2782
orgo,4,2760
geometry,41,1746
ethics,11,708
ceramics,40,1424
geometry,86,2130
bio,19,1800
orgo,54,2290
ethics,93,2785
ethics,79,1789
softdev,82,537
softdev,69,942
greatbooks,90,317
european cinema,68,1185
ai,77,2444
systems,62,198
ai,15,257
geometry,21,2273
softdev,97,1125
greatbooks,48,1323
european cinema,4,1413
european cinema,84,1048
greatbooks,28,2851
ethics,18,1616
ethics,90,2248
bio,49,1464
bio,47,2964
bio,60,1201
bio,6,3082
softdev,78,1580
geometry,10,2335
european cinema,32,783
softdev,71,2113
european cinema,76,1329
greatbooks,39,422
systems,57,2445
ceramics,99,3018
bio,68,2045
ceramics,88,657
geometry,75,1407
ceramics,88,1566
european cinema,40,1908
ethics,0,1179
geometry,99,1898
ceramics,21,200
ethics,79,2218
systems,5,2955
greatbooks,57,1586
systems,45,1354
softdev,57,150
ethics,26,547
orgo,77,761
bio,97,2847
bio,40,1798
geometry,63,389
orgo,45,1399
geometry,43,90
ceramics,73,418
ceramics,15,564
european cinema,56,3195
european cinema,19,1208
orgo,75,3290
orgo,70,1766
systems,77,27
orgo,86,1071
geometry,26,3232
ethics,7,563
ethics,0,1410
softdev,66,894
orgo,38,857
ai,81,1237
greatbooks,5,1861
european cinema,41,822
ai,83,2871
orgo,76,1951
ai,98,681
orgo,49,2155
ceramics,58,231
european cinema,93,532
european cinema,44,2717
bio,96,2474
orgo,63,774
geometry,30,2
european cinema,87,1064
ceramics,9,120
orgo,95,2634
ai,20,2627
geometry,30,538
bio,70,3184
european cinema,86,806
softdev,10,2976
bio,8,1681
ceramics,69,971
ai,91,726
geometry,61,2472
systems,10,1287
orgo,15,1010
ceramics,24,1883
ceramics,79,3148
geometry,39,1941
ethics,44,2534
orgo,46,525
geometry,36,304
softdev,33,716
european cinema,35,3237
ethics,67,1520
orgo,41,1
softdev,92,487
greatbooks,32,2439
ceramics,30,2572
orgo,76,306
greatbooks,89,2875
systems,15,2787
ai,19,1439
systems,40,1429
orgo,65,789
greatbooks,47,796
european cinema,6,2070
european cinema,91,2388
systems,35,2875
ceramics,47,1492
greatbooks,57,3268
systems,3,88
european cinema,3,615
european cinema,83,2042
greatbooks,72,2853
european cinema,60,18
orgo,91,3281
geometry,78,1483
ai,86,1978
geometry,95,2320
geometry,66,2953
ethics,42,782
geometry,72,1792
european cinema,77,1849
ceramics,89,1422
bio,55,2639
softdev,57,658
bio,50,2174
ethics,52,721
geometry,56,995
greatbooks,87,1725
bio,45,263
ai,84,1426
orgo,73,869
bio,29,1759
orgo,4,1994
greatbooks,80,1498
orgo,15,1886
ai,23,53
ceramics,11,2358
greatbooks,2,2793
orgo,5,1214
ai,21,1910
ai,48,2724
softdev,70,1750
softdev,17,2215
orgo,83,765
ai,6,804
ceramics,13,878
ai,61,102
greatbooks,82,3200
greatbooks,3,2077
softdev,32,2940
european cinema,80,2854
systems,90,361
greatbooks,99,2668
orgo,30,3135
softdev,0,891
geometry,12,3191
european cinema,36,3066
ethics,56,217
ethics,33,1120
ethics,27,1839
geometry,0,1766
bio,38,991
european cinema,18,2170
softdev,100,1455
ai,42,354
orgo,74,1073
systems,14,453
bio,54,2925
orgo,0,1596
bio,48,2797
greatbooks,1,465
greatbooks,28,2416
greatbooks,74,311
ai,49,1289
bio,54,2164
greatbooks,41,1501
geometry,71,786
geometry,6,2045
orgo,78,440
orgo,45,2288
greatbooks,24,3114
geometry,47,1481
ethics,0,1726
softdev,90,1215
ceramics,73,1207
greatbooks,62,1938
softdev,83,1350
bio,76,2719
ethics,92,711
ai,65,478
orgo,99,1332
bio,74,1473
european cinema,57,2167
geometry,90,2811
ceramics,36,2213
ethics,56,1967
ceramics,4,2563
greatbooks,90,3174
geometry,40,2868
orgo,24,292
ai,82,1026
bio,8,3242
ceramics,15,477
softdev,44,295
systems,61,2337
ceramics,37,283
ethics,11,832
ceramics,10,300
european cinema,79,1020
greatbooks,35,89
ethics,0,2180
european cinema,81,1368
orgo,46,2734
european cinema,69,1495
systems,68,1460
ethics,77,2950
geometry,90,248
geometry,57,1992
ethics,79,58
ethics,23,2880
ethics,39,1925
softdev,66,2831
systems,5,1622
systems,24,2196
european cinema,48,654
greatbooks,74,944
systems,69,2112
ai,46,3136
geometry,97,1120
greatbooks,38,1649
orgo,44,2485
geometry,64,3225
ethics,75,2833
geometry,35,2938
ethics,17,801
geometry,40,974
bio,32,238
ethics,74,669
softdev,41,1826
softdev,72,2248
ceramics,5,378
geometry,81,3179
ceramics,80,189
ai,58,2066
ceramics,53,1511
orgo,7,3020
bio,53,1324
geometry,57,49
greatbooks,49,1579
ethics,9,1460
systems,11,3084
greatbooks,53,3004
ai,41,694
ceramics,82,1790
orgo,89,3232
ceramics,14,530
orgo,37,2001
orgo,74,2810
orgo,48,360
bio,77,1249
bio,56,3205
greatbooks,85,1458
greatbooks,48,2898
ai,74,506
systems,77,2025
orgo,95,1209
softdev,26,1852
orgo,58,237
geometry,13,1697
european cinema,100,469
geometry,26,655
greatbooks,0,2714
greatbooks,98,896
greatbooks,6,619
orgo,77,2317
geometry,5,465
systems,96,776
greatbooks,18,1036
ethics,81,946
greatbooks,95,2128
ethics,11,2934
ai,72,2170
bio,34,2526
european cinema,18,153
ethics,70,1701
bio,28,1079
ethics,54,878
orgo,20,2296
european cinema,32,894
bio,2,1729
systems,43,696
ceramics,97,1211
geometry,61,1542
ethics,80,909
systems,44,2871
european cinema,26,1359
geometry,86,1549
geometry,47,3007
ethics,5,1591
softdev,56,497
greatbooks,91,776
european cinema,44,1166
systems,77,2143
ai,23,1727
bio,21,1967
greatbooks,12,1669
orgo,83,885
ai,83,926
systems,3,1870
softdev,58,135
ai,24,1651
geometry,20,694
ai,1,1920
geometry,67,1745
systems,56,1342
european cinema,77,2272
ceramics,51,2360
softdev,63,656
systems,50,2606
systems,29,628
geometry,74,3195
greatbooks,12,249
ceramics,96,2059
geometry,75,1657
orgo,13,1745
bio,75,1104
ceramics,13,1512
ceramics,7,2412
systems,68,161
geometry,48,3145
softdev,82,2092
bio,36,1348
softdev,16,3139
greatbooks,85,229
ethics,11,2921
ethics,19,427
ethics,51,221
geometry,10,2867
ceramics,15,2289
ceramics,3,3142
greatbooks,34,2600
greatbooks,85,805
systems,86,525
ai,23,2218
european cinema,80,2781
systems,100,2870
systems,28,2677
geometry,24,1160
european cinema,82,3226
bio,11,3121
ceramics,87,393
greatbooks,52,828
geometry,69,2122
ai,63,136
ethics,34,2067
geometry,10,2988
softdev,89,1437
geometry,69,3240
ai,10,2271
ai,48,2018
orgo,87,2412
ceramics,80,2634
ethics,1,2576
greatbooks,73,2297
ethics,20,1094
systems,85,2655
bio,22,411
ai,94,1592
ceramics,6,2071
orgo,8,2301
geometry,18,1565
geometry,66,171
ethics,10,239
orgo,48,2236
greatbooks,41,936
ai,74,883
systems,53,2749
ai,79,2296
european cinema,16,3199
ethics,9,1003
systems,93,2065
orgo,18,1278
ethics,18,1197
orgo,100,3261
ceramics,29,1617
geometry,88,1227
ai,21,2959
systems,51,513
orgo,38,220
orgo,4,1305
geometry,95,2548
ai,88,1234
ai,61,2944
systems,30,3154
systems,69,272
greatbooks,19,1737
bio,8,1919
ethics,82,2264
greatbooks,35,1671
systems,9,1913
bio,31,1001
geometry,8,296
ai,84,261
ceramics,55,2304
systems,46,2601
european cinema,40,706
greatbooks,52,3149
orgo,73,2481
geometry,87,2057
bio,14,1150
european cinema,9,2496
orgo,17,2326
orgo,12,2199
softdev,82,606
greatbooks,84,2710
european cinema,88,918
ai,30,1867
geometry,87,557
orgo,45,708
ceramics,25,3172
greatbooks,21,403
ethics,88,2383
european cinema,0,2139
orgo,63,3219
greatbooks,39,2726
bio,60,1957
bio,10,414
geometry,92,276
softdev,20,2466
systems,77,1225
ai,73,663
ethics,62,1815
ceramics,88,1696
geometry,3,2815
ai,39,1076
european cinema,58,933
geometry,70,1502
european cinema,64,1288
ceramics,42,1871
systems,75,1899
bio,9,2538
systems,34,1677
european cinema,16,1701
bio,39,85
ai,75,4
european cinema,9,1666
ceramics,20,2421
systems,16,749
systems,38,143
greatbooks,76,3290
ceramics,94,2692
orgo,78,855
systems,73,1649
ai,61,2869
european cinema,54,2447
orgo,80,215
softdev,81,2815
ai,44,505
softdev,0,1675
geometry,41,2495
european cinema,60,2292
ethics,91,3203
ethics,88,2479
bio,6,679
orgo,22,12
geometry,6,167
greatbooks,64,2289
systems,34,1822
softdev,3,3142
greatbooks,48,2011
orgo,31,2287
ethics,11,467
softdev,32,2419
systems,36,1139
ethics,25,1852
orgo,90,2394
ai,17,2467
orgo,94,514
ai,48,2528
softdev,53,1120
softdev,38,3147
european cinema,35,3128
ai,49,2429
european cinema,5,2105
orgo,49,1466
european cinema,71,1756
orgo,85,1756
bio,85,1066
ai,76,2583
ai,46,1878
geometry,36,2662
systems,35,2706
systems,14,2189
orgo,38,1830
ceramics,11,3186
orgo,19,1633
geometry,59,1232
ethics,68,1019
ceramics,29,2524
ceramics,60,1905
softdev,40,1552
ceramics,83,2217
ethics,9,722
geometry,71,2698
european cinema,91,2261
bio,8,2033
geometry,29,3150
bio,29,2898
orgo,19,3027
ai,84,2661
geometry,93,990
orgo,55,3153
systems,25,2053
bio,92,1117
systems,56,157
systems,57,2253
ai,58,2242
european cinema,78,1976
orgo,5,873
greatbooks,68,555
ceramics,15,2872
ai,28,1602
ceramics,24,194
systems,91,1624
geometry,3,854
systems,44,1064
geometry,18,1280
ceramics,37,3246
geometry,66,142
ai,76,679
greatbooks,37,2921
ceramics,7,514
geometry,69,1643
ceramics,81,1998
european cinema,5,2920
bio,0,905
ethics,20,2737
bio,45,405
orgo,30,1891
european cinema,21,560
ceramics,89,1802
ethics,36,194
bio,95,1838
greatbooks,67,2596
ai,61,1181
ceramics,96,847
ceramics,21,890
european cinema,19,2710
greatbooks,58,349
softdev,47,2277
geometry,72,2993
greatbooks,24,1952
ai,8,328
greatbooks,31,2636
ceramics,27,2732
softdev,62,993
greatbooks,95,2809
geometry,70,1116
geometry,33,985
geometry,31,2278
greatbooks,12,2237
ai,75,2509
orgo,58,3018
softdev,71,34
softdev,2,871
bio,3,99
ai,98,909
softdev,49,62
ai,65,1548
ai,44,2031
geometry,14,755
bio,67,413
ai,97,916
greatbooks,75,2575
orgo,43,399
european cinema,8,2936
bio,41,2792
ethics,19,671
greatbooks,65,1106
bio,50,149
bio,45,1269
orgo,43,2961
geometry,63,2787
orgo,92,1800
ceramics,91,2876
ethics,5,452
bio,7,1352
ethics,16,858
ai,13,64
bio,40,2926
softdev,67,2576
geometry,38,1091
ceramics,70,3052
ceramics,54,3009
ethics,70,1446
softdev,67,3036
systems,86,1671
greatbooks,82,2030
ceramics,0,1554
greatbooks,87,3214
greatbooks,22,939
ai,2,2420
ethics,10,2372
orgo,24,2827
softdev,16,1165
softdev,73,2049
greatbooks,82,2331
orgo,96,844
geometry,1,2543
ethics,76,570
european cinema,97,2421
ethics,19,2083
ai,16,1481
ceramics,37,845
softdev,19,1389
greatbooks,18,280
bio,13,528
ceramics,89,1891
orgo,25,2714
ai,51,745
orgo,99,630
greatbooks,52,1914
systems,48,3286
geometry,95,2836
systems,73,762
bio,10,805
ai,14,2867
greatbooks,93,2467
greatbooks,68,505
european cinema,99,1618
geometry,95,2640
bio,46,316
systems,0,3194
orgo,60,1299
bio,52,1047
softdev,98,1271
european cinema,5,730
softdev,49,1796
european cinema,23,1585
geometry,38,1876
european cinema,65,771
bio,58,2857
ethics,64,2246
european cinema,88,939
ethics,10,235
ethics,79,2258
european cinema,24,3023
geometry,81,2329
softdev,43,2512
ai,64,394
geometry,32,491
bio,12,1941
european cinema,74,717
bio,7,282
softdev,46,2458
bio,45,2237
softdev,92,141
ethics,61,1699
greatbooks,27,3141
bio,16,61
softdev,71,1570
ai,15,432
european cinema,30,725
softdev,52,2556
ai,59,2516
systems,22,1214
european cinema,30,2588
greatbooks,71,1413
bio,64,2317
orgo,12,2346
european cinema,24,3207
european cinema,5,1109
european cinema,27,5
ceramics,81,2921
systems,44,57
ceramics,89,1283
softdev,10,3160
systems,56,859
orgo,3,2991
bio,19,45
bio,45,800
ethics,58,1270
systems,67,2451
ceramics,35,320
bio,78,2078
ethics,83,1524
orgo,21,771
greatbooks,21,1922
bio,26,189
european cinema,68,1599
geometry,7,2361
ethics,7,533
ethics,66,1777
systems,75,1606
systems,34,2833
ethics,34,1162
softdev,64,902
ai,42,2594
ethics,88,954
geometry,99,3112
ceramics,32,2852
greatbooks,45,760
softdev,2,3004
bio,78,2548
ai,72,2065
geometry,82,858
european cinema,59,2887
european cinema,76,1175
greatbooks,73,2784
european cinema,78,2982
ai,42,433
ceramics,87,1197
geometry,80,3293
bio,60,1903
softdev,87,746
european cinema,21,3246
bio,13,1497
ethics,47,2485
greatbooks,96,1145
greatbooks,60,394
systems,72,3186
softdev,18,1475
geometry,37,2645
softdev,39,130
european cinema,99,1790
greatbooks,47,1988
greatbooks,77,682
greatbooks,96,12
ai,22,1066
greatbooks,36,2019
ceramics,92,60
geometry,74,900
greatbooks,81,3198
systems,13,1745
ceramics,41,404
ceramics,15,2831
bio,84,1131
ethics,5,1457
softdev,57,1167
european cinema,15,776
softdev,16,1965
systems,15,39
systems,10,1256
ai,63,2401
softdev,33,581
softdev,0,1166
ethics,9,15
european cinema,75,1081
orgo,31,2025
systems,12,2844
european cinema,60,1864
greatbooks,65,1897
ceramics,1,1781
bio,59,285
geometry,92,2189
softdev,92,1163
greatbooks,94,306
greatbooks,77,83
softdev,5,1569
european cinema,14,2178
softdev,56,2357
european cinema,69,844
ceramics,25,2254
geometry,58,2763
bio,37,1995
ceramics,61,1629
geometry,26,2893
softdev,61,974
systems,99,2044
bio,17,3290
greatbooks,49,814
softdev,31,2241
greatbooks,32,663
bio,56,1472
greatbooks,44,1980
european cinema,87,1858
orgo,48,29
orgo,84,2607
bio,68,60
softdev,87,1107
bio,14,2358
systems,41,2500
orgo,34,71
softdev,80,3217
systems,26,134
orgo,65,109
geometry,94,2949
ethics,49,1058
systems,50,1079
bio,97,3252
european cinema,37,1079
ethics,22,3017
orgo,62,2519
ceramics,17,978
ai,78,567
ai,74,1948
orgo,85,1827
orgo,80,1045
bio,21,586
systems,82,1193
ai,78,1178
orgo,93,1375
systems,15,2726
greatbooks,72,1991
ethics,47,3219
ceramics,84,3226
greatbooks,35,2353
ethics,51,1639
geometry,75,2397
greatbooks,61,1123
ethics,75,2993
bio,51,2769
ai,75,1819
greatbooks,70,3044
geometry,99,2384
bio,6,1560
orgo,88,290
ai,38,2792
bio,55,2887
ethics,74,829
ceramics,59,508
ai,83,2604
ethics,31,495
softdev,77,1639
orgo,76,2821
ceramics,90,834
european cinema,75,2110
ai,20,2178
softdev,33,3194
ceramics,31,2426
ethics,67,3281
systems,21,1890
european cinema,64,2972
ceramics,86,2607
ai,66,2759
orgo,57,3093
bio,24,1804
orgo,90,408
greatbooks,87,1151
greatbooks,68,3271
ai,79,1252
orgo,41,960
ai,29,1876
orgo,74,432
geometry,65,1671
ai,98,2911
ai,10,3287
greatbooks,94,2381
ceramics,77,2155
european cinema,16,3043
european cinema,4,988
greatbooks,94,2062
softdev,98,2285
greatbooks,59,2845
softdev,22,1028
ethics,42,1678
ethics,14,2450
ai,8,492
european cinema,8,2826
ethics,90,1173
orgo,37,1671
european cinema,93,2594
ceramics,30,2456
european cinema,93,2592
softdev,48,990
ethics,8,1449
greatbooks,37,2313
greatbooks,97,283
softdev,12,2669
softdev,48,953
systems,31,2453
ceramics,22,2265
ai,63,1802
softdev,79,2008
european cinema,90,655
geometry,4,977
orgo,43,709
ceramics,39,2934
bio,19,1680
orgo,69,309
orgo,96,1237
ethics,44,2511
ethics,61,1924
softdev,20,3180
softdev,20,382
geometry,52,2845
ceramics,73,3141
bio,3,2586
orgo,17,824
softdev,94,1418
european cinema,51,884
softdev,35,1850
softdev,80,2482
ceramics,57,3206
softdev,91,1975
ai,27,3050
systems,18,2222
greatbooks,77,351
greatbooks,56,2351
greatbooks,56,1177
systems,85,1457
softdev,89,1672
systems,59,1235
softdev,23,1179
ethics,34,608
ai,86,1010
ceramics,64,1263
geometry,35,1850
ceramics,14,763
ai,5,1843
european cinema,26,2648
systems,41,2907
greatbooks,42,300
ceramics,18,2064
bio,47,1089
greatbooks,47,720
geometry,36,2829
european cinema,35,298
greatbooks,56,3098
geometry,11,1589
ethics,15,333
greatbooks,29,2610
european cinema,51,2053
orgo,89,1493
orgo,11,2544
orgo,68,866
european cinema,57,1190
geometry,29,1231
european cinema,46,318
bio,19,1784
bio,97,138
bio,96,2873
systems,85,2399
orgo,37,1965
systems,17,2286
ai,96,70
greatbooks,44,2277
geometry,30,475
ceramics,11,2704
ceramics,71,2635
ethics,60,1951
orgo,81,1866
softdev,0,1194
systems,64,377
geometry,4,2883
ceramics,32,382
systems,52,1528
systems,46,1505
orgo,84,766
orgo,20,2461
systems,45,1122
greatbooks,76,1951
ceramics,44,2819
ceramics,87,157
systems,20,518
geometry,24,2186
bio,71,2749
bio,40,1513
systems,37,1854
ai,16,741
systems,98,1889
geometry,96,926
ai,34,1943
european cinema,21,1357
ethics,92,3257
ai,4,1816
greatbooks,12,421
orgo,63,1123
geometry,7,2366
ceramics,3,1331
greatbooks,44,2238
softdev,78,2934
bio,3,556
orgo,17,734
european cinema,78,1560
greatbooks,92,1433
orgo,9,50
orgo,62,1549
ethics,85,653
geometry,85,1609
ceramics,89,2913
ai,13,668
ceramics,43,2515
ethics,6,1594
orgo,46,1230
european cinema,47,3
ethics,44,2837
ai,2,1667
ceramics,79,1232
ethics,95,3107
geometry,45,344
greatbooks,15,748
systems,48,456
softdev,55,2949
ceramics,76,1814
greatbooks,93,355
geometry,4,3280
bio,92,1592
european cinema,7,2711
greatbooks,20,2413
greatbooks,51,431
systems,54,3267
systems,40,1276
european cinema,53,1393
bio,93,2382
systems,31,1409
ceramics,3,1824
european cinema,43,878
ethics,31,1470
systems,58,2003
european cinema,30,3039
orgo,7,747
softdev,94,3038
ceramics,18,3085
systems,29,227
bio,89,1054
orgo,6,2743
ai,45,1408
geometry,90,2704
ethics,13,1430
ceramics,52,361
orgo,76,1492
european cinema,40,320
greatbooks,50,3205
ethics,64,83
geometry,1,2101
european cinema,74,1454
european cinema,9,1918
greatbooks,20,1673
orgo,46,3103
ceramics,3,8
systems,71,2001
greatbooks,72,2508
ceramics,100,927
geometry,97,1082
orgo,1,1368
ethics,30,1391
bio,94,2613
geometry,54,1343
orgo,1,943
european cinema,78,271
greatbooks,60,2608
geometry,27,2999
ethics,16,2767
orgo,45,2107
geometry,65,1782
ethics,41,336
softdev,74,3083
ethics,9,8
systems,24,568
european cinema,86,2567
european cinema,25,978
